Generation,City Order,Distance,Fitness
233,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
234,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
235,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
236,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
237,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
238,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
239,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
240,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
241,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
242,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
243,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
244,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
245,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
246,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
247,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
248,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
249,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
250,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
251,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
252,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
253,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
254,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
255,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
256,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
257,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
258,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
259,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
260,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(10), City(13), City(1), City(20), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],395.070313,0.002531195
261,[City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10)],392.071695,0.002550554
262,[City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10)],392.071695,0.002550554
263,[City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10)],392.071695,0.002550554
264,[City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10)],392.071695,0.002550554
265,[City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10)],392.071695,0.002550554
266,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
267,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
268,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
269,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
270,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
271,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
272,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
273,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
274,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
275,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
276,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
277,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
278,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
279,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
280,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
281,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
282,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
283,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
284,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
285,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
286,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
287,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
288,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
289,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
290,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
291,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
292,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
293,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
294,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
295,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
296,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
297,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
298,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
299,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
300,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
301,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
302,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
303,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
304,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
305,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
306,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
307,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
308,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
309,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
310,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
311,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
312,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
313,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
314,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
315,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
316,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
317,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
318,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
319,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
320,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
321,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
322,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
323,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
324,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
325,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
326,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
327,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
328,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
329,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
330,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
331,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
332,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
333,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
334,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
335,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
336,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
337,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
338,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
339,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
340,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
341,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
342,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
343,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
344,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
345,[City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(1), City(20), City(10), City(6), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21)],392.071695,0.002550554
346,[City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20)],390.817250,0.002558741
347,[City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20)],390.817250,0.002558741
348,[City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20)],390.817250,0.002558741
349,[City(10), City(6), City(1), City(19), City(3), City(25), City(15), City(9), City(23), City(5), City(16), City(11), City(21), City(2), City(17), City(14), City(7), City(8), City(24), City(12), City(4), City(18), City(0), City(22), City(13), City(20)],390.817250,0.002558741
